Date,SPY,XLK,IYC
8/13/2020,0,-0.015516289,-0.064857104
8/14/2020,1,-0.080846388,0.10231418
8/17/2020,1,0.340151835,0.496540395
8/18/2020,1,0.173684163,0.064728385
8/19/2020,0,-0.110330339,-0.278138508
8/20/2020,1,0.71646169,-0.183051507
8/21/2020,1,0.682321359,0.186286968
8/24/2020,1,0.452345517,0.892141999
8/25/2020,1,0.247382583,0.069341126
8/26/2020,1,1.11127061,0.857288761
8/27/2020,1,0.006266996,0.100953601
8/28/2020,1,0.458912063,0.50095721
8/31/2020,0,0.140353684,-0.474354112
9/1/2020,1,1.042614907,0.808982336
9/2/2020,1,0.46635167,0.801899122
9/3/2020,0,-3.400247597,-1.882854257
9/4/2020,0,-0.844388276,-0.636199503
9/8/2020,0,-2.689153319,-0.932517665
9/9/2020,1,1.797591131,0.807729047
9/10/2020,0,-1.348331892,-0.891572363
9/11/2020,1,-0.479890179,-0.145785002
9/14/2020,1,1.148083181,0.773666327
9/15/2020,1,0.522479596,0.580512477
9/16/2020,0,-0.932330844,0.024531303
9/17/2020,0,-0.516914786,-1.014322668
9/18/2020,0,-1.035973735,-0.737702343
9/21/2020,0,0.43330412,-0.919223161
9/22/2020,1,0.858563472,1.099837773
9/23/2020,0,-1.853413733,-1.546162292
9/24/2020,1,0.279224245,-0.094394932
9/25/2020,1,1.311736754,0.927884222
9/28/2020,1,1.044369036,1.33182857
9/29/2020,0,-0.233245908,-0.559692828
9/30/2020,1,0.437191043,0.65717114
10/1/2020,1,0.559609251,0.821322605
10/2/2020,0,-1.510875799,-0.419287904
10/5/2020,1,1.200964962,0.816036565
10/6/2020,0,-0.934657445,-1.232093399
10/7/2020,1,0.999412834,1.370454894
10/8/2020,1,0.255134274,0.450340301
10/9/2020,1,0.828150105,0.326104169
10/13/2020,0,-0.408158564,0.238688165
10/14/2020,0,-0.344807656,-0.786199853
10/15/2020,0,-0.299275953,0.098606418
10/16/2020,0,-0.205843568,-0.47687977
10/19/2020,0,-1.099710309,-0.823110064
10/20/2020,1,0.156427701,0.299255231
10/21/2020,0,-0.127082583,-0.267297162
10/22/2020,1,-0.310400185,0.173910006
10/23/2020,1,-0.10344222,0.471131823
10/26/2020,0,-1.296575266,-1.562648882
10/27/2020,0,0.245214949,-0.276817683
10/28/2020,0,-2.522307462,-2.110196092
10/29/2020,1,0.906419565,0.781420487
10/30/2020,0,-1.32240174,-1.121009806
11/2/2020,1,0.103773778,0.303933475
11/3/2020,1,0.960182343,1.714910685
11/4/2020,1,2.144358208,1.34573988
11/5/2020,1,1.710705339,1.386418492
11/6/2020,0,0.162184712,0.108846018
11/9/2020,1,-0.456527737,0.557840552
11/10/2020,0,-1.117935001,-0.05925064
11/12/2020,0,-0.552824699,-0.726290726
11/13/2020,1,0.443198267,1.10742697
11/16/2020,1,0.509368142,1.027586892
11/17/2020,0,-0.359659624,-0.363310898
11/18/2020,0,-0.65553759,-0.469309579
11/19/2020,1,0.418780202,0.344712109
11/20/2020,0,-0.633374727,-0.292487972
11/23/2020,1,-0.054945277,0.695793178
11/24/2020,1,0.750063595,1.108359582
11/25/2020,0,0.081487598,0.010940596
11/27/2020,1,0.263543493,-0.006837859
11/30/2020,0,0.340809824,-0.245496616
12/1/2020,1,0.68725291,0.570630508
12/2/2020,1,-0.127686381,-0.10782161
12/3/2020,0,-0.077336899,0.124283126
12/4/2020,1,0.52996343,0.219498851
12/7/2020,0,0.122644223,-0.052164577
12/8/2020,1,0.144753259,-0.17041021
12/9/2020,0,-1.148346303,-0.231333132
12/10/2020,0,0.042151257,0.172185107
12/11/2020,0,-0.160270141,0.121413965
12/14/2020,0,0.166242994,-0.220306812
12/15/2020,1,0.906031403,0.794186032
12/16/2020,1,0.346237854,0.130140657
12/17/2020,1,0.410413198,0.377974403
12/18/2020,0,-0.241167754,-0.456849945
12/21/2020,0,0.016599729,-0.219212032
12/22/2020,0,0.453365179,-0.229810666
12/23/2020,1,-0.476574104,0.170809794
12/24/2020,1,0.337649193,0.010491223
12/28/2020,1,0.603364846,0.597661753
12/29/2020,0,-0.313240133,0.059735067
12/30/2020,1,-0.071498968,0.029970045
12/31/2020,1,0.043063664,0.148451596
1/4/2021,0,-0.981803911,-1.163667163
1/5/2021,1,0.329679821,0.330720751
1/6/2021,1,-1.036565103,0.57681839
1/7/2021,1,1.482070895,0.512832717
1/8/2021,1,0.328315173,0.372203928
1/11/2021,0,-0.515462399,-0.175901903
1/12/2021,1,-0.31501353,0.244242929
1/13/2021,1,0.321954392,-0.058513662
1/14/2021,0,-0.545367494,-0.283400721
1/15/2021,0,-0.630671097,-0.501006013
1/19/2021,1,0.700373559,-0.137941219
1/20/2021,1,1.083676709,1.34012186
1/21/2021,1,0.693942883,0.115983326
1/22/2021,0,-0.260043386,-0.368414281
1/25/2021,1,0.435785999,-0.253070876
1/26/2021,0,-0.002186796,0.11684085
1/27/2021,0,-1.131637217,-2.264000713
1/28/2021,1,0.193954009,1.205657843
1/29/2021,0,-1.405213115,-1.536702866
2/1/2021,1,1.375941665,0.783153204
2/2/2021,1,0.729551663,1.421877996
2/3/2021,1,-0.23758561,0.009803826
2/4/2021,1,0.865643045,1.133135786
2/5/2021,1,-0.167420833,0.525919902
2/8/2021,1,0.556984388,0.653945126
2/9/2021,0,-0.107676237,0.046549711
2/10/2021,0,-0.124543068,0.055880908
2/11/2021,1,0.585595605,-0.151492991
2/12/2021,1,0.253401529,0.008806131
2/16/2021,0,-0.226833494,0.037085995
2/17/2021,1,-0.548501684,0.225152442
2/18/2021,0,-0.321477127,-0.320741505
2/19/2021,0,-0.124746418,0.027664057
2/22/2021,0,-1.317174655,-0.161070526
2/23/2021,1,-0.200077614,0.027713577
2/24/2021,1,0.828657241,0.234933035
2/25/2021,0,-2.078174674,-1.897663182
2/26/2021,0,0.262416588,0.240944913
3/1/2021,1,1.774502447,1.306014932
3/2/2021,0,-0.956110005,-0.493411688
3/3/2021,0,-1.499379261,-0.986748756
3/4/2021,0,-1.319983209,-1.157044799
3/5/2021,1,1.030401183,0.905562009
3/8/2021,0,-1.442867237,0.692658139
3/9/2021,1,1.874280076,0.495599061
3/10/2021,1,-0.269914766,0.774289193
3/11/2021,1,1.170199075,0.672353495
3/12/2021,1,-0.453040744,0.601035458
3/15/2021,1,0.566064222,0.686887061
3/16/2021,0,0.388805457,-0.3122007
3/17/2021,1,-0.087735092,0.209272019
3/18/2021,0,-1.651706888,-1.208106037
3/19/2021,0,-0.212663116,0.554311181
3/22/2021,1,1.074144663,0.302343601
3/23/2021,0,-0.397743856,-0.813008898
3/24/2021,0,-0.739490285,-1.094924615
3/25/2021,1,-0.076039161,0.624750651
3/26/2021,1,1.396969674,0.35342749
3/29/2021,0,-0.33918208,-0.289674926
3/30/2021,0,-0.585449116,0.259968567
3/31/2021,1,0.863075784,-0.019501022
4/1/2021,1,1.098889817,0.803048957
4/5/2021,1,1.130487138,0.820668973
4/6/2021,0,-0.285426283,0.505002717
4/7/2021,1,0.26207985,-0.236063152
4/8/2021,1,0.780628849,0.233081283
4/9/2021,1,0.507134047,0.3487032
4/12/2021,1,-0.315914048,-0.064305146
4/13/2021,1,0.496504778,0.087974944
4/14/2021,0,-0.650878781,-0.297464591
4/15/2021,1,0.934221726,0.48182297
4/16/2021,1,-0.052618321,0.354150649
4/19/2021,0,-0.518048619,-0.428842479
4/20/2021,0,-0.550513158,-0.854497582
4/21/2021,1,0.533643475,0.322900372
4/22/2021,0,-0.716630115,-0.361902417
4/23/2021,1,0.808112074,0.484495855
4/26/2021,1,0.251478694,-0.055379471
4/27/2021,0,-0.18051041,0.222321904
4/28/2021,0,-0.575310588,-0.216480499
4/29/2021,1,-0.089132631,0.516405072
4/30/2021,0,-0.826159155,-0.188764776
5/3/2021,1,-0.200694453,0.096354778
5/4/2021,0,-1.077356408,-0.690534829
5/5/2021,1,-0.178908347,-0.470486887
5/6/2021,1,0.531184728,-0.019501022
5/7/2021,1,0.447331266,0.673800019
5/10/2021,0,-1.504565932,-0.504985259
5/11/2021,0,-0.214107027,-0.717695608
5/12/2021,0,-1.673895832,-2.006922096
5/13/2021,1,0.713005188,0.745223554
5/14/2021,1,1.206422958,1.038972072
5/17/2021,0,-0.463224426,-0.514524227
5/18/2021,0,-0.500567036,-0.249880432
5/19/2021,0,0.15997008,-0.501136832
5/20/2021,1,1.043997413,0.618877454
5/21/2021,0,-0.355057558,-0.185472769
5/24/2021,1,0.967712233,0.477223998
5/25/2021,0,-0.024129288,0.172712923
5/26/2021,1,-0.0447681,0.390608339
5/27/2021,1,-0.34288725,0.152935479
5/28/2021,1,0.162409063,-0.073904464
6/1/2021,0,-0.322626934,-0.182974056
6/2/2021,1,0.352916025,-0.146919032
6/3/2021,0,-0.575709179,-0.733689287
6/4/2021,1,1.049071943,0.347663359
6/7/2021,0,-0.052907707,-0.083609791
6/8/2021,1,-0.036560691,0.318718421
6/9/2021,0,0.000240665,-0.476951664
6/10/2021,1,0.378707306,0.313276168
6/11/2021,1,0.299096504,0.372638323
6/14/2021,1,0.537121388,0.025957828
6/15/2021,0,-0.393037524,-0.402249552
6/16/2021,0,-0.350765388,-0.330898531
6/17/2021,0,0.617870355,0.172991483
6/18/2021,0,-0.566045566,-0.580128294
6/21/2021,1,0.569647982,0.723963256
6/22/2021,1,0.476190986,0.634759053
6/23/2021,0,-0.103997066,-0.019501022
6/24/2021,1,0.318778523,0.260306713
6/25/2021,1,-0.10761757,0.357810727
6/28/2021,1,0.555434477,-0.279813705
6/29/2021,1,0.375271469,-0.118489014
6/30/2021,1,-0.102649653,0.30394473
7/1/2021,1,0.056202331,0.302468406
7/2/2021,1,0.709186761,0.434050888
7/6/2021,0,0.176692502,-0.099319432
7/7/2021,1,0.270588653,-0.028378414
7/8/2021,0,-0.584489912,-0.41114305
7/9/2021,1,0.484274458,0.840980556
7/12/2021,1,0.004768408,0.015749844
7/13/2021,0,0.193451532,-0.61241409
7/14/2021,1,0.379811062,-0.046160407
7/15/2021,0,-0.51387482,-0.197535077
7/16/2021,0,-0.609169793,-0.844406517
7/19/2021,0,-0.834600503,-0.872555164
7/20/2021,1,0.802795785,1.247221644
7/21/2021,1,0.508556092,0.614212524
7/22/2021,1,0.379982332,0.104772258
7/23/2021,1,0.525312102,0.756625851
7/26/2021,1,-0.07029443,0.295529595
7/27/2021,0,-0.584434443,-0.422287554
7/28/2021,0,-0.111795573,-0.204165752
7/29/2021,1,0.224776336,0.042108368
7/30/2021,0,-0.077954251,-0.878107744
8/2/2021,0,-0.24626943,-0.3140544
8/3/2021,1,0.325238331,0.266136312
8/4/2021,0,0.074607571,-0.556022085
8/5/2021,1,0.274198447,0.925572676
8/6/2021,1,-0.088689369,-0.187952001
8/9/2021,0,-0.225782326,-0.357652093
8/10/2021,1,-0.45382218,0.433948602
8/11/2021,1,-0.033174464,0.316451678
8/12/2021,1,0.287116394,-0.169597636
8/13/2021,1,0.270484866,-0.143354419
8/16/2021,1,0.217335125,0.042460019
8/17/2021,0,-0.516980815,-0.981541154
8/18/2021,0,-0.835920237,-0.199134754
8/19/2021,1,0.516832884,-0.037486486
8/20/2021,1,0.691870805,0.72312129
8/23/2021,1,0.693503726,0.521272458
8/24/2021,1,-0.105998678,0.236128149
8/25/2021,1,-0.073360778,0.296509924
8/26/2021,0,-0.401684021,-0.67950574
8/27/2021,1,0.50912823,0.465124539
8/30/2021,1,0.572043212,0.155878133
8/31/2021,0,-0.342568058,0.225310801
9/1/2021,1,-0.026232885,0.180942396
9/2/2021,1,-0.10192455,0.206394218
9/3/2021,0,0.186136645,-0.227989024
9/7/2021,0,-0.026278098,-0.141416541
9/8/2021,0,-0.260158305,0.041490118
9/9/2021,0,-0.257373356,-0.097916573
9/10/2021,0,-0.608024182,-0.430451164
9/13/2021,1,-0.022368494,0.138169378
9/14/2021,0,-0.113777995,-0.776072373
9/15/2021,1,0.458415918,0.377399534
9/16/2021,0,-0.008016068,0.427605811
9/17/2021,0,-0.939357774,-0.238310953
9/20/2021,0,-1.093038626,-1.45432221
9/21/2021,0,-0.018108575,-0.082172849
9/22/2021,1,0.738940946,0.852794534
9/23/2021,1,0.721158983,0.710816731
9/24/2021,1,-0.000447261,0.228994297
9/27/2021,0,-0.598648763,0.233332034
9/28/2021,0,-1.76326259,-1.328430937
9/29/2021,1,-0.112921279,-0.04611199
9/30/2021,0,-0.453224945,-1.011249216
10/1/2021,1,0.815580144,0.767913578
10/4/2021,0,-1.382014172,-0.806915623
10/5/2021,1,0.769470661,0.455796306
10/6/2021,1,0.331746542,0.141185859
10/7/2021,1,0.479677739,0.884128988
10/8/2021,0,-0.254982631,-0.248725574
10/12/2021,0,-0.336901047,0.326370994
10/13/2021,1,0.308624075,0.21013094
10/14/2021,1,1.235664,0.725959195
10/15/2021,1,0.416515823,0.700798416
10/18/2021,1,0.442009692,0.51372206
10/19/2021,1,0.524578567,-0.02806545
10/20/2021,1,-0.19949737,-0.148146686
10/21/2021,1,0.179473878,0.96077344
10/22/2021,0,-0.239076441,-0.248421039
10/25/2021,1,0.146979962,1.050748484
10/26/2021,1,0.121220352,-0.078058155
10/27/2021,0,-0.090954551,-0.245855544
10/28/2021,1,0.53171337,0.723836223
10/29/2021,1,0.204434716,0.121589787
11/1/2021,1,-0.125767437,0.853824281
11/2/2021,1,0.46118682,-0.355998875
11/3/2021,1,0.292642719,0.928360757
11/4/2021,1,0.8479329,0.610677236
11/5/2021,1,0.254794714,0.365472297
11/8/2021,1,0.266917918,-0.501060706
11/9/2021,0,-0.276288666,-0.431458491
11/10/2021,0,-0.993052493,-0.73612717
11/12/2021,1,0.65129065,0.373319324
11/15/2021,1,-0.098840382,0.04574977
11/16/2021,1,0.559050098,0.637766944
11/17/2021,0,-0.213772623,-0.067966908
11/18/2021,1,0.527701781,0.262787015
11/19/2021,0,0.375254057,-0.083927143
11/22/2021,0,-0.68252826,-0.302057325
11/23/2021,1,-0.172601441,-0.376343544
11/24/2021,1,0.374491349,0.110473466
11/26/2021,0,-1.488015266,-1.595448635
11/29/2021,1,1.373083391,0.493308395
11/30/2021,0,-0.520458493,-1.275112568
12/1/2021,0,-0.829885237,-1.512196584
12/2/2021,1,0.483320588,1.086131901
12/3/2021,0,-1.006672424,-1.005216393
12/6/2021,1,0.501097626,0.991524857
12/7/2021,1,1.924026443,1.23432402
12/8/2021,1,0.220916999,0.187296632
12/9/2021,0,-0.661720149,-0.975882623
12/10/2021,1,1.096723727,0.406254994
12/13/2021,0,-0.898195212,-1.379994861
12/14/2021,0,-0.988890005,-0.46244411
12/15/2021,1,1.456591202,0.804497245
12/16/2021,0,-1.68672675,-1.289293831
12/17/2021,0,-0.424701952,-0.355731668
12/20/2021,0,-0.725658238,-1.002970895
12/21/2021,1,1.390121425,1.728890752
12/22/2021,1,0.703176873,0.846945649
12/23/2021,1,0.278045557,0.727787196
12/27/2021,1,1.17452025,0.529529294
12/28/2021,0,-0.33958449,0.079855365
12/29/2021,1,0.008203089,0.104504726
12/30/2021,0,-0.419483218,-0.04429208
12/31/2021,0,-0.319837807,-0.18494176
1/3/2022,1,0.500092143,1.040754927
1/4/2022,0,-0.65056663,-0.223715913
1/5/2022,0,-1.828701065,-1.809362221
1/6/2022,0,-0.330490873,-0.195999613
1/7/2022,0,-0.569532024,-0.798035975
1/10/2022,0,-0.03029663,-0.763833657
1/11/2022,1,0.64174508,0.656710585
1/12/2022,1,0.228021035,0.116661388
1/13/2022,0,-1.542832657,-1.038622462
1/14/2022,1,0.441449604,-0.669550548
1/18/2022,0,-1.432017922,-1.240580862
1/19/2022,0,-0.846042921,-0.866546881
1/20/2022,0,-0.78477267,-1.387457826
1/21/2022,0,-1.190129731,-2.193991879
1/24/2022,1,0.255358971,0.815575141
1/25/2022,0,-1.381091377,-1.309149382
1/26/2022,0,0.29460043,-0.496197824
1/27/2022,0,-0.436365841,-0.953710576
1/28/2022,1,2.4097625,1.4104095
1/31/2022,1,1.38007343,2.425680683
2/1/2022,1,0.107621547,0.664919519
2/2/2022,1,0.422835048,-0.347177925
2/3/2022,0,-1.726310788,-1.934229939
2/4/2022,1,0.189390232,1.253616157
2/7/2022,0,-0.422148798,-0.093215354
2/8/2022,1,0.662785991,0.978083264
2/9/2022,1,1.215321482,1.142932959
2/10/2022,0,-1.557592658,-1.018570485
2/11/2022,0,-1.816544276,-1.745034616
2/14/2022,0,-0.059132458,0.073374598
2/15/2022,1,1.444749873,1.495211118
2/16/2022,1,-0.09832021,-0.010415286
2/17/2022,0,-1.779786058,-1.534020282
2/18/2022,0,-0.623536904,-0.438340197
2/22/2022,0,-0.572643908,-1.921725141
2/23/2022,0,-1.491741089,-1.896295576
2/24/2022,1,1.882326548,1.472461704
2/25/2022,1,0.732344878,1.308750365
2/28/2022,0,-0.144595153,0.046726831
3/1/2022,0,-1.196723352,-1.077136157
3/2/2022,1,1.185988166,1.264710191
3/3/2022,0,-0.727624358,-1.313312284
3/4/2022,0,-1.052405471,-1.3182573
3/7/2022,0,-2.174961746,-3.253508104
3/8/2022,0,-0.319093108,0.01124909
3/9/2022,1,2.180654004,1.910128824
3/10/2022,0,-1.05066473,0.288694001
3/11/2022,0,-1.056877042,-1.240375736
3/14/2022,0,-1.111665808,-1.015969099
3/15/2022,1,1.851074337,2.118449946
3/16/2022,1,1.790554524,2.102874786
3/17/2022,1,0.363904902,0.956185709
3/18/2022,1,1.119197216,1.176501018
3/21/2022,0,-0.149486236,-0.85548628
3/22/2022,1,0.776177024,1.374443033
3/23/2022,0,-0.927921001,-1.074083559
3/24/2022,1,1.428183371,0.588863395
3/25/2022,1,-0.073200967,-0.131591686
3/28/2022,1,0.635605418,1.139309296
3/29/2022,1,1.162424713,1.517138957
3/30/2022,0,-0.809106833,-0.906433242
3/31/2022,0,-0.89517061,-1.250837196
4/1/2022,1,-0.210199151,0.06388605
4/4/2022,1,1.03663925,1.073775443
4/5/2022,0,-1.25900077,-1.326077565
4/6/2022,0,-1.411489618,-1.42686747
4/7/2022,1,0.048317143,0.179248809
4/8/2022,0,-0.846314526,-0.389070285
4/11/2022,0,-1.501553412,-0.899154974
4/12/2022,0,-0.295532057,-0.057999358
4/13/2022,1,0.873217323,1.54176095
4/14/2022,0,-1.448201164,-0.719636588
4/18/2022,1,0.146448866,-0.305362881
4/19/2022,1,1.023430304,1.929436085
4/20/2022,0,-0.094144154,-1.30325242
4/21/2022,0,-1.020098801,-1.01968364
4/22/2022,0,-1.665872964,-1.778120036
4/25/2022,1,0.813226219,0.578161381
4/26/2022,0,-2.214012669,-2.897656972
4/27/2022,1,0.800709771,-0.233350232
4/28/2022,1,2.206452668,1.453864289
4/29/2022,0,-2.477692479,-3.091974615
5/2/2022,1,0.823179909,0.820747535
5/3/2022,1,0.058955678,-0.288109691
5/4/2022,1,1.935102022,1.708179067
5/5/2022,0,-2.862532149,-3.444580254
5/6/2022,0,-0.503064427,-1.314879243
5/9/2022,0,-2.30020875,-2.516739017
5/10/2022,1,0.825521464,-0.210177527
5/11/2022,0,-1.876702092,-2.071151656
5/12/2022,0,-0.634045278,0.545026024
5/13/2022,1,1.831090225,2.493335068
5/16/2022,0,-0.5485567,-1.16886949
5/17/2022,1,1.593865762,1.317752809
5/18/2022,0,-2.722020067,-4.486548508
5/19/2022,0,-0.671949968,0.039316802
5/20/2022,1,0.08617339,-0.799982025
5/23/2022,1,1.259321645,0.666843979
5/24/2022,0,-0.896778873,-1.832776812
5/25/2022,1,0.623007801,1.723084576
5/26/2022,1,1.318437956,2.979611774
5/27/2022,1,1.86450501,1.99454569
5/31/2022,0,-0.450867502,0.16669821
