Date,Country,realGDP,realPersInc,unempRate,indProd,retailSales
3/1/2015,UK,100.46,98.63102847,0.054,100.34,99.6865
4/1/2015,UK,100.48,98.53752233,0.056,100.64,100.3135
5/1/2015,UK,100.5,98.7139059,0.056,100.44,99.8955
6/1/2015,UK,100.52,98.82622814,0.055,100.54,100.5225
7/1/2015,UK,100.54,98.5970024,0.054,99.63,100.418
8/1/2015,UK,100.55,98.19251008,0.053,100.13,99.1641
9/1/2015,UK,100.56,97.98500464,0.052,100.34,101.3584
10/1/2015,UK,100.56,98.27630345,0.05,100.54,100
11/1/2015,UK,100.55,98.83928232,0.05,99.43,100.7315
12/1/2015,UK,100.52,99.20974387,0.05,98.92,101.3584
1/1/2016,UK,100.48,98.99639919,0.05,100.03,102.2989
2/1/2016,UK,100.44,98.33362662,0.05,99.53,102.5078
3/1/2016,UK,100.41,97.58327579,0.049,100.24,102.1944
4/1/2016,UK,100.38,97.06172088,0.049,103.07,103.1348
5/1/2016,UK,100.37,96.76875834,0.049,101.75,105.0157
6/1/2016,UK,100.36,96.57194735,0.049,100.94,103.4483
7/1/2016,UK,100.37,96.36176945,0.049,100.94,105.2247
8/1/2016,UK,100.39,96.18201759,0.047,101.05,104.9112
9/1/2016,UK,100.41,96.13828939,0.048,101.15,105.5381
10/1/2016,UK,100.44,96.30273481,0.047,100.13,107.5235
11/1/2016,UK,100.47,96.53537243,0.046,101.75,107.001
12/1/2016,UK,100.5,96.61370436,0.046,103.47,105.6426
1/1/2017,UK,100.51,96.36697537,0.046,103.27,105.4336
2/1/2017,UK,100.5,95.93960789,0.045,102.36,106.2696
3/1/2017,UK,100.48,95.59429967,0.045,101.65,105.7471
4/1/2017,UK,100.45,95.54290053,0.044,101.85,107.3145
5/1/2017,UK,100.41,95.69909724,0.044,102.16,105.8516
6/1/2017,UK,100.36,95.86865438,0.043,102.26,106.3741
7/1/2017,UK,100.32,95.88028065,0.043,102.56,106.2696
8/1/2017,UK,100.27,95.69245749,0.042,102.66,107.419
9/1/2017,UK,100.23,95.30896393,0.042,103.88,107.21
10/1/2017,UK,100.18,94.76476188,0.042,104.18,107.628
11/1/2017,UK,100.12,94.26322041,0.043,104.18,108.255
12/1/2017,UK,100.06,94.06438527,0.042,103.98,107.5235
1/1/2018,UK,100,94.33869416,0.042,103.88,107.419
2/1/2018,UK,99.95,94.78979686,0.042,104.08,107.9415
3/1/2018,UK,99.93,94.96990427,0.042,103.98,107.001
4/1/2018,UK,99.92,94.54708139,0.04,103.47,108.255
5/1/2018,UK,99.93,93.77056038,0.039,103.07,110.6583
6/1/2018,UK,99.95,93.07129956,0.04,104.08,109.7179
7/1/2018,UK,99.96,92.7700934,0.04,104.38,110.5538
8/1/2018,UK,99.97,92.65568118,0.04,104.28,111.1808
9/1/2018,UK,99.97,92.35647691,0.04,103.68,110.6583
10/1/2018,UK,99.96,91.61217865,0.039,103.57,110.5538
11/1/2018,UK,99.94,90.67992296,0.039,103.37,112.1212
12/1/2018,UK,99.92,89.96708093,0.038,102.76,110.9718
1/1/2019,UK,99.89,89.76932553,0.038,103.78,112.2257
2/1/2019,UK,99.83,89.88221811,0.037,103.98,112.1212
3/1/2019,UK,99.76,89.96142923,0.037,104.89,113.4796
4/1/2019,UK,99.67,89.73599243,0.037,101.45,113.2706
5/1/2019,UK,99.58,89.25128534,0.038,102.36,112.8527
6/1/2019,UK,99.51,88.63792661,0.038,102.46,113.4796
7/1/2019,UK,99.45,88.01129055,0.038,102.36,114.0021
8/1/2019,UK,99.41,87.42343878,0.038,101.65,113.5841
9/1/2019,UK,99.37,86.91,0.037,101.85,113.4796
10/1/1999,Netherlands,101.44,113.09,0.041,89.81,99.8036
11/1/1999,Netherlands,101.53,113.5134566,0.04,91.5,99.7831
12/1/1999,Netherlands,101.59,113.7218162,0.04,91.22,101.9242
1/1/2000,Netherlands,101.63,113.7698345,0.039,92.26,95.9413
2/1/2000,Netherlands,101.66,113.7231077,0.039,93.1,96.883
3/1/2000,Netherlands,101.71,113.688998,0.038,93.39,96.6737
4/1/2000,Netherlands,101.77,113.7849243,0.038,93.76,98.3477
5/1/2000,Netherlands,101.84,114.0720733,0.037,95.08,98.9755
6/1/2000,Netherlands,101.92,114.4029458,0.037,93.95,97.72
7/1/2000,Netherlands,102.01,114.5816449,0.036,95.55,99.4986
8/1/2000,Netherlands,102.11,114.4730376,0.036,95.08,98.6616
9/1/2000,Netherlands,102.2,114.159223,0.035,94.05,99.0801
10/1/2000,Netherlands,102.28,113.7708215,0.034,95.27,98.557
11/1/2000,Netherlands,102.32,113.4032202,0.034,94.7,99.6032
12/1/2000,Netherlands,102.31,113.030457,0.033,93.67,100.3356
1/1/2001,Netherlands,102.26,112.600473,0.032,92.75,100.4402
2/1/2001,Netherlands,102.19,112.1073464,0.032,90.98,100.231
3/1/2001,Netherlands,102.11,111.698267,0.032,94.82,100.4402
4/1/2001,Netherlands,102.02,111.5521109,0.031,95.7,99.8125
5/1/2001,Netherlands,101.93,111.7498619,0.031,96.49,101.6957
6/1/2001,Netherlands,101.84,112.0594393,0.031,93.83,100.8587
7/1/2001,Netherlands,101.73,112.1863698,0.031,92.95,100.8587
8/1/2001,Netherlands,101.61,111.9478234,0.031,96.1,101.2772
9/1/2001,Netherlands,101.48,111.5050953,0.031,94.42,102.2188
10/1/2001,Netherlands,101.32,111.0855191,0.031,90.98,101.3818
11/1/2001,Netherlands,101.13,110.8455779,0.031,94.03,103.3697
12/1/2001,Netherlands,100.92,110.7312313,0.032,95.8,101.6957
1/1/2002,Netherlands,100.69,110.649564,0.032,94.13,99.4986
2/1/2002,Netherlands,100.49,110.5536928,0.033,90.29,100.6495
3/1/2002,Netherlands,100.32,110.5286114,0.034,94.03,102.742
4/1/2002,Netherlands,100.19,110.6826745,0.034,96.29,101.8003
5/1/2002,Netherlands,100.08,111.0468675,0.035,97.08,101.8003
6/1/2002,Netherlands,99.99,111.4384249,0.036,96.19,102.4281
7/1/2002,Netherlands,99.9,111.6381376,0.037,96.19,102.4281
8/1/2002,Netherlands,99.82,111.5168128,0.038,96.59,103.3697
9/1/2002,Netherlands,99.72,111.1851313,0.039,96.1,103.4743
10/1/2002,Netherlands,99.62,110.7932041,0.04,97.08,103.7882
11/1/2002,Netherlands,99.5,110.4508582,0.041,94.42,103.3697
12/1/2002,Netherlands,99.36,110.1643582,0.042,93.05,103.3697
1/1/2003,Netherlands,99.19,109.92354,0.043,96.78,102.9512
2/1/2003,Netherlands,99.01,109.7122947,0.043,97.57,104.416
3/1/2003,Netherlands,98.81,109.4997671,0.045,94.33,102.1142
4/1/2003,Netherlands,98.61,109.2529551,0.046,93.54,102.1142
5/1/2003,Netherlands,98.42,108.9689126,0.047,92.75,101.5911
6/1/2003,Netherlands,98.27,108.716649,0.048,91.08,100.8587
7/1/2003,Netherlands,98.15,108.5755062,0.049,92.36,100.3356
8/1/2003,Netherlands,98.09,108.5722513,0.05,93.34,100.8587
9/1/2003,Netherlands,98.08,108.6121561,0.051,93.34,100.6495
10/1/2003,Netherlands,98.11,108.5836534,0.052,96.88,102.6373
11/1/2003,Netherlands,98.18,108.4325169,0.052,94.33,99.9171
12/1/2003,Netherlands,98.27,108.2324566,0.054,92.26,100.231
1/1/2004,Netherlands,98.37,108.0742209,0.054,97.57,101.6957
2/1/2004,Netherlands,98.46,107.9991408,0.054,97.97,101.068
3/1/2004,Netherlands,98.51,107.9420778,0.055,97.57,101.068
4/1/2004,Netherlands,98.54,107.8242231,0.057,96.88,102.2188
5/1/2004,Netherlands,98.52,107.5930114,0.058,97.97,101.3818
6/1/2004,Netherlands,98.47,107.2504882,0.058,98.06,101.1726
7/1/2004,Netherlands,98.39,106.8057663,0.057,100.42,102.3235
8/1/2004,Netherlands,98.3,106.3027745,0.056,96.78,101.6957
9/1/2004,Netherlands,98.2,105.8554265,0.057,99.05,100.6495
10/1/2004,Netherlands,98.1,105.5853749,0.057,98.26,100.3356
11/1/2004,Netherlands,98.02,105.5365053,0.057,97.87,100.3356
12/1/2004,Netherlands,97.95,105.6016691,0.059,97.77,101.3818
1/1/2005,Netherlands,97.92,105.6569227,0.059,96.39,99.8125
2/1/2005,Netherlands,97.92,105.6381965,0.06,98.09,100.231
3/1/2005,Netherlands,97.97,105.593789,0.06,97.59,101.068
4/1/2005,Netherlands,98.06,105.5837671,0.06,99.89,99.394
5/1/2005,Netherlands,98.19,105.6096259,0.06,98.49,99.1847
6/1/2005,Netherlands,98.35,105.5666208,0.059,100.69,102.742
7/1/2005,Netherlands,98.52,105.3398099,0.059,98.99,102.3235
8/1/2005,Netherlands,98.68,104.9019749,0.058,97.39,101.8003
9/1/2005,Netherlands,98.81,104.3797056,0.058,97.39,103.3697
10/1/2005,Netherlands,98.92,103.9143184,0.058,95.49,103.9975
11/1/2005,Netherlands,99.02,103.582634,0.057,99.89,103.8928
12/1/2005,Netherlands,99.12,103.3521488,0.057,100.09,104.5206
1/1/2006,Netherlands,99.23,103.1802338,0.055,99.69,106.7089
2/1/2006,Netherlands,99.38,103.056814,0.055,101.09,105.6088
3/1/2006,Netherlands,99.55,103.0251694,0.053,104.09,106.8089
4/1/2006,Netherlands,99.74,103.132959,0.052,102.79,107.0089
5/1/2006,Netherlands,99.91,103.3917163,0.052,99.69,109.1091
6/1/2006,Netherlands,100.07,103.7557182,0.05,102.09,108.009
7/1/2006,Netherlands,100.2,104.1738116,0.049,99.49,106.9089
8/1/2006,Netherlands,100.32,104.5742241,0.048,99.09,109.3091
9/1/2006,Netherlands,100.44,104.8535769,0.048,97.09,107.1089
10/1/2006,Netherlands,100.57,104.9086789,0.047,97.09,108.309
11/1/2006,Netherlands,100.72,104.789337,0.047,100.89,109.0091
12/1/2006,Netherlands,100.87,104.7722021,0.046,101.59,107.909
1/1/2007,Netherlands,101.02,105.1452899,0.045,101.29,108.6091
2/1/2007,Netherlands,101.17,105.8533247,0.045,102.59,109.5091
3/1/2007,Netherlands,101.31,106.3486613,0.043,102.69,111.8093
4/1/2007,Netherlands,101.45,106.0564099,0.042,101.09,111.2093
5/1/2007,Netherlands,101.61,104.8901502,0.042,101.69,109.5091
6/1/2007,Netherlands,101.81,103.4412477,0.041,103.89,111.6093
7/1/2007,Netherlands,102.03,102.3435156,0.042,104.19,110.6092
8/1/2007,Netherlands,102.28,101.9173949,0.041,104.39,110.4092
9/1/2007,Netherlands,102.54,102.0626177,0.04,106.19,111.2093
10/1/2007,Netherlands,102.79,102.6464432,0.04,106.79,110.7092
11/1/2007,Netherlands,103,103.4217543,0.04,109.39,111.2093
12/1/2007,Netherlands,103.17,103.9928543,0.039,108.89,111.1093
1/1/2008,Netherlands,103.3,103.9632243,0.038,104.79,110.3092
2/1/2008,Netherlands,103.4,103.2655891,0.036,106.59,113.8095
3/1/2008,Netherlands,103.46,102.246548,0.036,107.39,109.8092
4/1/2008,Netherlands,103.5,101.2749142,0.037,113.19,111.6093
5/1/2008,Netherlands,103.5,100.5814155,0.037,103.79,112.9094
6/1/2008,Netherlands,103.43,100.2288,0.037,105.29,110.2092
7/1/2008,Netherlands,103.28,100.2648432,0.036,105.29,110.0092
8/1/2008,Netherlands,103.03,100.5855037,0.036,103.79,110.8092
9/1/2008,Netherlands,102.66,100.9080061,0.036,106.69,111.0093
10/1/2008,Netherlands,102.14,100.9483017,0.036,106.89,111.0093
11/1/2008,Netherlands,101.49,100.6868195,0.036,101.59,109.2091
12/1/2008,Netherlands,100.74,100.4053426,0.037,97.59,110.7092
1/1/2009,Netherlands,99.97,100.3943926,0.037,100.49,107.909
2/1/2009,Netherlands,99.29,100.7330558,0.038,96.69,107.609
3/1/2009,Netherlands,98.78,101.2672447,0.039,94.79,106.0088
4/1/2009,Netherlands,98.46,101.8312805,0.041,91.39,106.7089
5/1/2009,Netherlands,98.3,102.2705081,0.042,96.09,105.3088
6/1/2009,Netherlands,98.27,102.4420389,0.043,97.09,104.9087
7/1/2009,Netherlands,98.33,102.213814,0.045,99.19,106.2089
8/1/2009,Netherlands,98.45,101.7041107,0.046,98.29,103.7086
9/1/2009,Netherlands,98.58,101.2898398,0.047,97.69,104.7087
10/1/2009,Netherlands,98.7,101.3428709,0.047,99.69,105.0088
11/1/2009,Netherlands,98.79,101.8450467,0.049,99.29,103.5086
12/1/2009,Netherlands,98.85,102.3881831,0.05,100.49,105.3088
1/1/2010,Netherlands,98.89,102.5655082,0.051,104.59,104.0087
2/1/2010,Netherlands,98.92,102.3689489,0.051,103.19,103.2086
3/1/2010,Netherlands,98.98,102.1763395,0.051,104.89,105.4088
4/1/2010,Netherlands,99.06,102.3616929,0.05,104.89,104.4087
5/1/2010,Netherlands,99.17,102.8963926,0.05,109.79,103.8087
6/1/2010,Netherlands,99.32,103.3746171,0.05,103.39,105.0088
7/1/2010,Netherlands,99.51,103.3941234,0.05,101.89,104.2087
8/1/2010,Netherlands,99.73,102.9042558,0.05,104.19,105.2088
9/1/2010,Netherlands,99.99,102.1731669,0.05,102.99,105.6088
10/1/2010,Netherlands,100.27,101.4741461,0.049,105.69,104.4087
11/1/2010,Netherlands,100.53,100.9627146,0.049,106.89,105.3088
12/1/2010,Netherlands,100.76,100.6910367,0.05,107.29,102.9086
1/1/2011,Netherlands,100.94,100.7048036,0.049,105.79,104.0087
2/1/2011,Netherlands,101.07,100.9980302,0.049,106.79,104.7087
3/1/2011,Netherlands,101.13,101.5208374,0.048,106.19,103.9087
4/1/2011,Netherlands,101.15,102.2178384,0.047,102.79,104.9087
5/1/2011,Netherlands,101.13,102.965564,0.048,104.19,103.1086
6/1/2011,Netherlands,101.07,103.5845795,0.047,103.39,102.3085
7/1/2011,Netherlands,100.99,103.9033089,0.049,105.99,103.1086
8/1/2011,Netherlands,100.88,103.8999204,0.049,106.29,103.2086
9/1/2011,Netherlands,100.74,103.6717058,0.051,104.19,100.8084
10/1/2011,Netherlands,100.59,103.3146323,0.052,102.29,101.7085
11/1/2011,Netherlands,100.45,102.8555464,0.054,102.59,102.8086
12/1/2011,Netherlands,100.32,102.2680852,0.054,102.49,101.7085
1/1/2012,Netherlands,100.21,101.5353681,0.055,102.89,102.8086
2/1/2012,Netherlands,100.12,100.7951101,0.055,106.89,100.6084
3/1/2012,Netherlands,100.05,100.3001791,0.055,103.79,101.7085
4/1/2012,Netherlands,99.96,100.2803107,0.057,106.79,98.6082
5/1/2012,Netherlands,99.86,100.61389,0.057,105.39,100.6084
6/1/2012,Netherlands,99.73,100.9260894,0.057,105.39,100.0083
7/1/2012,Netherlands,99.57,100.8658057,0.059,101.69,100.1083
8/1/2012,Netherlands,99.39,100.4614775,0.058,103.29,99.5083
9/1/2012,Netherlands,99.2,100.0061693,0.06,102.49,101.4085
10/1/2012,Netherlands,99.02,99.7743263,0.061,102.39,98.4082
11/1/2012,Netherlands,98.87,99.74371079,0.062,103.69,97.3081
12/1/2012,Netherlands,98.77,99.69198309,0.064,102.59,98.3082
1/1/2013,Netherlands,98.7,99.41309172,0.066,104.29,97.4081
2/1/2013,Netherlands,98.65,98.93746682,0.068,105.29,96.308
3/1/2013,Netherlands,98.62,98.44981376,0.069,107.19,95.508
4/1/2013,Netherlands,98.62,98.12712612,0.07,107.29,96.208
5/1/2013,Netherlands,98.63,98.02952399,0.071,107.09,96.8081
6/1/2013,Netherlands,98.69,98.14338693,0.073,103.19,96.208
7/1/2013,Netherlands,98.77,98.44828011,0.075,100.69,96.6081
8/1/2013,Netherlands,98.86,98.86273083,0.075,103.09,96.108
9/1/2013,Netherlands,98.96,99.26802468,0.076,104.79,96.8081
10/1/2013,Netherlands,99.03,99.56093522,0.076,102.29,96.308
11/1/2013,Netherlands,99.08,99.80361339,0.076,104.99,96.108
12/1/2013,Netherlands,99.09,100.1557739,0.077,103.69,96.9081
1/1/2014,Netherlands,99.09,100.7527953,0.078,101.09,97.3081
2/1/2014,Netherlands,99.08,101.4770372,0.079,100.09,97.3081
3/1/2014,Netherlands,99.08,102.0665514,0.078,98.79,97.3081
4/1/2014,Netherlands,99.1,102.2873274,0.077,104.09,97.7081
5/1/2014,Netherlands,99.13,102.1858377,0.076,103.69,97.1081
6/1/2014,Netherlands,99.16,101.9631882,0.074,101.99,97.1081
7/1/2014,Netherlands,99.22,101.8055094,0.073,102.69,97.3081
8/1/2014,Netherlands,99.29,101.7483347,0.072,102.99,98.9082
9/1/2014,Netherlands,99.39,101.7469543,0.071,101.29,96.408
10/1/2014,Netherlands,99.5,101.7601693,0.071,100.19,98.1082
11/1/2014,Netherlands,99.61,101.7838486,0.071,100.69,98.6082
12/1/2014,Netherlands,99.71,101.8329472,0.072,100.79,98.9082
1/1/2015,Netherlands,99.78,101.9155319,0.072,102.89,99.8083
2/1/2015,Netherlands,99.82,101.9808344,0.071,103.49,100.4084
3/1/2015,Netherlands,99.84,101.9488179,0.07,100.79,99.9083
4/1/2015,Netherlands,99.83,101.7550487,0.07,98.59,99.8083
5/1/2015,Netherlands,99.79,101.4618452,0.069,97.89,99.0083
6/1/2015,Netherlands,99.74,101.1924383,0.069,100.69,100.7084
7/1/2015,Netherlands,99.67,101.0574387,0.068,100.49,99.5083
8/1/2015,Netherlands,99.6,101.0673732,0.068,96.99,100.3084
9/1/2015,Netherlands,99.52,101.1863149,0.068,98.59,100.6084
10/1/2015,Netherlands,99.45,101.3752896,0.069,100.89,99.7083
11/1/2015,Netherlands,99.41,101.574691,0.067,101.09,99.1083
12/1/2015,Netherlands,99.4,101.7156649,0.066,98.39,101.2084
1/1/2016,Netherlands,99.4,101.750671,0.065,100.69,100.1083
2/1/2016,Netherlands,99.42,101.7838279,0.065,101.49,101.4085
3/1/2016,Netherlands,99.45,101.9848815,0.064,102.59,100.2084
4/1/2016,Netherlands,99.48,102.4850623,0.064,102.19,99.5083
5/1/2016,Netherlands,99.53,103.1509426,0.063,100.39,101.3084
6/1/2016,Netherlands,99.62,103.7385447,0.061,101.99,101.1084
7/1/2016,Netherlands,99.73,104.0441429,0.06,100.49,101.7085
8/1/2016,Netherlands,99.85,104.1305551,0.058,99.39,101.6085
9/1/2016,Netherlands,99.96,104.1680514,0.057,99.29,101.1084
10/1/2016,Netherlands,100.06,104.3019991,0.056,100.39,104.0087
11/1/2016,Netherlands,100.14,104.518757,0.056,103.09,102.8086
12/1/2016,Netherlands,100.19,104.7428317,0.054,103.99,102.8086
1/1/2017,Netherlands,100.24,104.9154966,0.053,101.19,103.9087
2/1/2017,Netherlands,100.28,105.0806336,0.053,103.89,102.8086
3/1/2017,Netherlands,100.34,105.3206302,0.051,102.89,104.1087
4/1/2017,Netherlands,100.4,105.6956803,0.051,101.29,103.5086
5/1/2017,Netherlands,100.46,106.1359764,0.051,101.39,104.4087
6/1/2017,Netherlands,100.52,106.5246561,0.049,102.59,104.7087
7/1/2017,Netherlands,100.58,106.7576823,0.048,101.79,104.9087
8/1/2017,Netherlands,100.63,106.8034569,0.047,101.69,104.7087
9/1/2017,Netherlands,100.68,106.6556671,0.047,102.49,105.5088
10/1/2017,Netherlands,100.73,106.3238646,0.045,104.09,105.2088
11/1/2017,Netherlands,100.77,105.9032692,0.044,104.49,106.3089
12/1/2017,Netherlands,100.8,105.5179319,0.044,104.59,105.7088
1/1/2018,Netherlands,100.82,105.2583308,0.042,105.19,106.9089
2/1/2018,Netherlands,100.83,105.040026,0.041,104.59,105.7088
3/1/2018,Netherlands,100.83,104.7218292,0.039,105.19,106.4089
4/1/2018,Netherlands,100.82,104.2007084,0.039,103.19,108.309
5/1/2018,Netherlands,100.79,103.565055,0.039,103.39,107.709
6/1/2018,Netherlands,100.74,102.9631171,0.039,103.29,107.609
7/1/2018,Netherlands,100.68,102.5105012,0.038,101.79,108.409
8/1/2018,Netherlands,100.61,102.165156,0.039,102.69,108.309
9/1/2018,Netherlands,100.55,101.8375233,0.037,102.79,107.809
10/1/2018,Netherlands,100.49,101.4502954,0.037,103.19,108.209
11/1/2018,Netherlands,100.43,100.9831554,0.035,103.49,109.9092
12/1/2018,Netherlands,100.37,100.4323335,0.036,100.79,107.509
1/1/2019,Netherlands,100.32,99.82287982,0.036,104.09,108.309
2/1/2019,Netherlands,100.25,99.30885533,0.034,103.39,109.3091
3/1/2019,Netherlands,100.19,99.08040774,0.033,102.69,109.6091
4/1/2019,Netherlands,100.12,99.25961227,0.033,101.79,110.3092
5/1/2019,Netherlands,100.06,99.67503176,0.033,102.09,110.2092
6/1/2019,Netherlands,99.99,100.0761402,0.034,100.99,110.0092
7/1/2019,Netherlands,99.92,100.2265557,0.034,101.29,110.3092
8/1/2019,Netherlands,99.86,99.94863962,0.035,101.79,109.3091
9/1/2019,Netherlands,99.79,99.08,0.035,103.09,110.7092
10/1/1999,Luxembourg,101.44,110.8,0.024,93.08,47.659
11/1/1999,Luxembourg,101.65,110.911051,0.024,91.41,49.6045
12/1/1999,Luxembourg,101.88,110.8615201,0.024,93.37,49.7926
1/1/2000,Luxembourg,102.09,110.7076629,0.023,87.09,50.2
2/1/2000,Luxembourg,102.23,110.5121707,0.023,89.69,50.4
3/1/2000,Luxembourg,102.27,110.3625278,0.023,87.39,50.4
4/1/2000,Luxembourg,102.22,110.3521886,0.023,92.69,51.1
5/1/2000,Luxembourg,102.13,110.5412267,0.023,93.39,51.5
6/1/2000,Luxembourg,102.03,110.8658339,0.023,91.29,50.7
7/1/2000,Luxembourg,101.96,111.2334708,0.022,93.09,51.8
8/1/2000,Luxembourg,101.89,111.5604304,0.023,94.09,51.1
9/1/2000,Luxembourg,101.84,111.7945804,0.022,91.99,52.4
10/1/2000,Luxembourg,101.78,111.8908451,0.021,89.39,51.7
11/1/2000,Luxembourg,101.72,111.829878,0.02,93.99,52.3
12/1/2000,Luxembourg,101.62,111.6809503,0.02,99.99,52.3
1/1/2001,Luxembourg,101.48,111.5323915,0.019,93.69,54.4
2/1/2001,Luxembourg,101.26,111.4414052,0.018,96.09,52.6
3/1/2001,Luxembourg,100.99,111.3619016,0.019,98.59,53
4/1/2001,Luxembourg,100.69,111.2264051,0.019,93.39,52.6
5/1/2001,Luxembourg,100.43,111.0063853,0.018,96.29,52.9
6/1/2001,Luxembourg,100.27,110.7978608,0.019,96.49,53.5
7/1/2001,Luxembourg,100.22,110.7216583,0.019,97.79,53.9
8/1/2001,Luxembourg,100.25,110.8270921,0.019,96.19,54.4
9/1/2001,Luxembourg,100.37,110.9430511,0.019,95.99,54.3
10/1/2001,Luxembourg,100.52,110.8561497,0.02,96.09,54.3
11/1/2001,Luxembourg,100.69,110.4334091,0.02,96.69,54.9
12/1/2001,Luxembourg,100.85,109.7807668,0.02,98.29,54.9
1/1/2002,Luxembourg,100.98,109.0483387,0.021,97.99,53.8
2/1/2002,Luxembourg,101.08,108.3920579,0.021,99.09,55.2
3/1/2002,Luxembourg,101.13,107.9845242,0.022,97.09,56.1
4/1/2002,Luxembourg,101.1,108.0011153,0.023,99.89,55.8
5/1/2002,Luxembourg,100.99,108.4813568,0.025,100.69,56.2
6/1/2002,Luxembourg,100.79,109.0894468,0.025,101.49,57.2
7/1/2002,Luxembourg,100.5,109.4255938,0.026,99.09,56
8/1/2002,Luxembourg,100.18,109.2489197,0.027,99.59,57.4
9/1/2002,Luxembourg,99.84,108.7420153,0.027,100.99,57.4
10/1/2002,Luxembourg,99.51,108.1570937,0.029,107.19,58.1
11/1/2002,Luxembourg,99.21,107.6808189,0.03,105.19,57.9
12/1/2002,Luxembourg,98.95,107.3313437,0.03,103.09,58.4
1/1/2003,Luxembourg,98.76,107.1001407,0.032,104.89,59
2/1/2003,Luxembourg,98.66,106.9879227,0.033,106.09,59.8
3/1/2003,Luxembourg,98.67,107.0183236,0.034,105.59,59
4/1/2003,Luxembourg,98.75,107.2182404,0.035,107.79,59.6
5/1/2003,Luxembourg,98.87,107.5458436,0.036,105.29,60
6/1/2003,Luxembourg,99,107.7947715,0.037,101.69,60.3
7/1/2003,Luxembourg,99.14,107.735272,0.038,103.89,60.7
8/1/2003,Luxembourg,99.28,107.3168807,0.039,108.59,60.6
9/1/2003,Luxembourg,99.42,106.9034517,0.041,109.19,60.1
10/1/2003,Luxembourg,99.54,106.9159501,0.043,108.59,61.7
11/1/2003,Luxembourg,99.58,107.5134693,0.043,107.49,61.3
12/1/2003,Luxembourg,99.54,108.2708311,0.044,105.19,61.5
1/1/2004,Luxembourg,99.43,108.685608,0.046,108.79,60.7
2/1/2004,Luxembourg,99.29,108.5836029,0.047,109.59,61.9
3/1/2004,Luxembourg,99.16,108.4977942,0.049,113.09,62.1
4/1/2004,Luxembourg,99.07,109.050462,0.05,109.89,62.9
5/1/2004,Luxembourg,99.01,110.4541628,0.05,108.49,62.8
6/1/2004,Luxembourg,99.01,112.0688627,0.05,115.79,61.6
7/1/2004,Luxembourg,99.04,113.1508433,0.05,112.29,62.3
8/1/2004,Luxembourg,99.08,113.3278451,0.051,111.09,62.8
9/1/2004,Luxembourg,99.11,112.9742975,0.051,112.19,62.3
10/1/2004,Luxembourg,99.11,112.5526702,0.05,110.79,62.8
11/1/2004,Luxembourg,99.07,112.3581178,0.051,111.89,63
12/1/2004,Luxembourg,98.99,112.3608427,0.049,110.19,63.7
1/1/2005,Luxembourg,98.89,112.4932649,0.048,112.49,62.1
2/1/2005,Luxembourg,98.81,112.6398091,0.048,106.69,61.4
3/1/2005,Luxembourg,98.77,112.5948244,0.047,108.79,63.8
4/1/2005,Luxembourg,98.78,112.1446062,0.047,110.39,62
5/1/2005,Luxembourg,98.83,111.2544027,0.047,111.69,61.8
6/1/2005,Luxembourg,98.91,110.2140566,0.046,113.29,63.6
7/1/2005,Luxembourg,99,109.3461339,0.045,122.99,64.1
8/1/2005,Luxembourg,99.08,108.8398312,0.045,117.29,63.1
9/1/2005,Luxembourg,99.14,108.650504,0.046,118.99,64.2
10/1/2005,Luxembourg,99.19,108.7092305,0.046,116.69,62.7
11/1/2005,Luxembourg,99.26,108.8990837,0.046,115.39,63.3
12/1/2005,Luxembourg,99.35,109.0217647,0.047,115.89,61.9
1/1/2006,Luxembourg,99.45,108.873467,0.045,116.69,66
2/1/2006,Luxembourg,99.53,108.4168246,0.045,113.99,66.5
3/1/2006,Luxembourg,99.56,107.8872615,0.047,114.19,63.4
4/1/2006,Luxembourg,99.57,107.5428792,0.046,112.89,67.4
5/1/2006,Luxembourg,99.58,107.475403,0.045,118.19,67.4
6/1/2006,Luxembourg,99.62,107.5128654,0.045,115.49,66.8
7/1/2006,Luxembourg,99.72,107.4623761,0.045,118.39,66.3
8/1/2006,Luxembourg,99.91,107.2739515,0.045,116.79,66.5
9/1/2006,Luxembourg,100.18,107.1166627,0.047,120.79,66.8
10/1/2006,Luxembourg,100.55,107.1738136,0.046,117.69,67.5
11/1/2006,Luxembourg,100.99,107.3977046,0.046,120.69,66.8
12/1/2006,Luxembourg,101.48,107.3981357,0.046,118.19,67.7
1/1/2007,Luxembourg,101.99,106.7665381,0.045,120.79,67.7
2/1/2007,Luxembourg,102.47,105.5532865,0.044,120.29,67.9
3/1/2007,Luxembourg,102.87,104.4669999,0.043,119.09,69.6
4/1/2007,Luxembourg,103.18,104.254187,0.042,115.79,68.7
5/1/2007,Luxembourg,103.4,105.0747664,0.041,115.69,68.2
6/1/2007,Luxembourg,103.52,106.2747203,0.041,119.49,69.4
7/1/2007,Luxembourg,103.55,107.1497863,0.04,115.99,69.5
8/1/2007,Luxembourg,103.53,107.4025967,0.04,113.39,70.8
9/1/2007,Luxembourg,103.47,107.2820487,0.04,112.29,70.4
10/1/2007,Luxembourg,103.37,107.0732238,0.041,114.69,70.9
11/1/2007,Luxembourg,103.25,106.9772633,0.042,116.59,72
12/1/2007,Luxembourg,103.11,107.0862672,0.042,115.39,71.6
1/1/2008,Luxembourg,102.95,107.481597,0.043,115.09,70.8
